epoch,loss
1,5.231595360106732
2,4.701432486413615
3,4.220185802884547
4,2.908764720294605
5,2.640637883131251
6,1.7032545780653525
7,1.452172613908054
8,1.0046970361470862
9,2.013247578622302
10,1.4169593656041608
11,1.7156508555632806
12,1.0256279576059317
13,1.5867000203557007
14,1.2856572014951113
15,1.3196187390651883
16,1.0159998898399665
17,1.201483246117015
18,1.4375750254641992
19,0.9915108684142642
20,1.1574657421689192
21,0.9523026140077546
22,1.4839466841351023
23,1.129156581502606
24,1.1108390810528614
25,1.5150584864222976
26,1.1754293137459506
27,1.2921142513176662
28,1.5141693371890095
29,1.2608866672997867
30,1.2507255213345354
31,1.3945819355342892
32,0.9843934201460373
33,1.5624497595929936
34,1.1257896655458817
35,1.4379118017611943
36,1.3564779367035646
37,1.4189981652675208
38,1.631650044044345
39,1.3187719362309234
40,1.370807890992947
41,1.420716263728742
42,1.4963233690588473
43,1.010083561801177
44,1.4424156079112422
45,1.3185709888627375
46,1.4634847394620278
47,1.634682847129966
48,1.3187397563495682
49,1.3404458818522957
50,1.5686999366304861
51,1.306599974553088
52,1.3381684240933134
53,1.2850741748771852
54,1.4807486596912585
55,1.3266173489544795
56,1.1499708048505908
57,1.23008462321647
58,1.4728446244805995
59,1.1400454459183442
60,1.1666492414814538
61,1.3140075632407566
62,1.2934376485497492
63,1.1713829023841014
64,1.2424537388200223
65,1.4923402990063888
66,1.3784588320036906
67,1.396652729030735
68,1.5222358448920288
69,1.44314087429612
70,1.5087444445785763
71,1.4951216497840996
72,1.4959223534647021
73,1.3012591107473763
74,1.177694711105264
75,0.9492823020701254
76,1.4636775098476398
77,1.4780347375179914
78,1.5278470485496283
79,1.473786987249711
80,1.2821044793528968
81,1.505601607230145
82,1.3309336608852513
83,1.644105166968543
84,1.6416062568021716
85,1.2660379821271657
86,1.0370586144620233
87,1.1412502946605387
88,1.2662100890231107
89,1.2170197523604651
90,1.1717112178471718
91,1.165434960581216
92,1.2667700506184922
93,1.2810035754055917
94,1.3488883685453605
95,1.2932750758408482
96,0.7979719233593718
97,1.3463574417678141
98,1.2290383471415693
99,0.9244046726337414
100,1.3048119286173532
101,1.183411101109166
102,1.0802287322916813
103,1.203021885290258
104,1.114100076368641
105,1.11438179351672
106,1.2977484285775067
107,1.0168296739782139
108,1.3086063556823395
109,1.1597512517800026
110,1.2578126285435318
111,1.3790428742260845
112,1.1642689758180194
113,0.9670416434446625
114,1.4563886735208629
115,1.3181412029938064
116,1.1615876899592534
117,1.2772137827906627
118,1.2359214596201047
119,0.9073591410575862
120,1.1898462781172119
121,0.9707233125943837
122,1.2932415274826465
123,1.1469913245471484
124,1.3440266831889198
125,1.002179267154601
126,1.3197629783355775
127,1.1114719114612077
128,1.1516331857781488
129,1.3636232716797185
130,1.2750992511080192
131,1.1904733365745075
132,1.1387971205244838
133,1.162836431558208
134,1.2602579894438934
135,1.048406489548568
136,0.9611067376590489
137,1.0051590060245554
138,1.3186343998773007
139,1.4688664550984758
140,0.9911259668268729
141,1.1839824573682793
142,1.4568704178375123
143,1.0946280285374157
144,1.1813453937305447
145,1.179229457707118
146,1.4306969507890264
147,1.2070076701979982
148,1.261334555453929
149,1.0308313909917823
150,0.9736158188964097
151,1.163460032963966
152,0.9744967270361263
153,1.1304671939079836
154,1.314347559944675
155,1.0592022258152378
156,0.9524176728439878
157,1.3564118339554525
158,1.0733861492428964
159,1.1992122587753533
160,0.9747222967863228
161,1.1585806084013734
162,1.3228469616905125
163,1.2943519131835912
164,0.9992877787089088
165,1.4369025847615466
166,1.352715212855816
167,1.1706847413100971
168,1.2647098792991938
169,1.1906793663093505
170,1.3274595240413833
171,0.9793643519740917
172,0.9592570914039323
173,1.054640472120552
174,0.9218038069132733
175,1.3391196293811725
176,1.133375475205732
177,1.3892003531440387
178,0.9160812988857381
179,1.2019078835467225
180,0.9653269184593812
181,1.003119250853693
182,1.1357185053828067
183,1.4926644773576099
184,1.1544534344231143
185,1.3296274292950194
186,1.14165155236124
187,1.1468060795285973
188,1.5156941357922435
189,1.1210420642799823
190,0.9493950288603065
191,1.315660979099357
192,0.9783892155653896
193,1.0324272072005853
194,1.3188991184104555
195,0.9632958038480257
196,1.4948973995317052
197,1.1449905734333483
198,1.0313870721500042
199,1.130077149202856
200,1.1213676758927504
201,1.1324621435109377
202,1.392814810779972
203,1.1442810211325314
204,1.4827125620318493
205,1.119757825441407
206,1.1856527763074307
207,0.9232773851497235
208,1.1961156245007822
209,1.2854599547059518
210,1.1744244816397926
211,1.0355764493240496
212,0.9409715389050923
213,1.4847041745103104
214,1.3510731532865172
215,1.126055524480013
216,0.9563407003560623
217,1.3485277006695362
218,1.1407200415796337
219,1.1715175474018698
220,0.9432611825670968
221,1.1563931787626538
222,1.1850931600951424
223,1.30360960792135
224,1.3990380842919001
225,1.0868309613795237
226,1.0973181481784982
227,0.8639998038482001
228,1.1742009730162895
229,1.02021896230665
230,0.8324300557688424
231,0.9609749885227337
232,0.8337786982998538
233,0.8163126502785366
234,1.0253577466788188
235,1.1169493744540935
236,1.3446363149356015
237,1.3204396746989517
238,1.3533536591448665
239,1.07811823985141
240,1.4823016438315757
241,1.2029415169578015
242,1.7343407726992979
243,1.154829956359863
244,1.5421921004861439
245,1.1507885495130818
246,1.0957752504039249
247,1.2134463260886887
248,1.25107665013945
249,1.0065717714555917
250,1.2413067359178385
251,1.1125985552779154
252,0.9883754004119158
253,1.1147797369436256
254,1.1649448091764314
255,0.8557331004240919
256,0.9547374591178056
257,0.9440322016801318
258,1.3080881758708833
259,1.2716742714048195
260,1.2169097460769696
261,0.9193644023543496
262,1.2545702686850762
263,1.159747839336238
264,1.1653668253205935
265,1.3061056665426343
266,0.9657085762149312
267,1.0241584008516098
268,1.2531309293066764
269,0.8639026350626348
270,0.9657024974911281
271,0.9527319331890187
272,1.1326108468910627
273,1.1118467545782784
274,1.1591323119365613
275,1.1198581090621613
276,1.2865095334534067
277,0.9041839797421727
278,1.014908185166562
279,1.2614337001079252
280,0.9996771575495046
281,1.1387749933753328
282,0.9219099633461195
283,1.204961861681885
284,0.9916035718344622
285,1.1129354445048592
286,0.988555230132978
287,1.2840109605881556
288,1.028302177167922
289,0.9664626889581119
290,1.1833131714309653
291,1.1046878209186286
292,1.356838250205787
293,1.118600916698777
294,1.0017863034563326
295,1.2713018380920187
296,1.3664701272172541
297,1.0809991073592427
298,1.0296266543398136
299,0.948195719443204
300,1.316836652594909
301,1.185251688976862
302,1.117068812134042
303,1.0059337680691403
304,0.9272921404205481
305,1.3464873020703416
306,1.152145391054877
307,1.1179326646730308
308,1.1697551454567205
309,0.9602522863894783
310,1.19284791968555
311,0.9779668004158572
312,1.091411195815587
313,1.3516373515701154
314,1.1379073171111362
315,1.0059563486773277
316,1.114930609161815
317,1.286483551402705
318,1.3470966861433573
319,0.9595140089223239
320,0.8901568460669974
321,0.9013714668361271
322,1.1838027358432506
323,0.993062456058081
324,1.1172538404112047
325,0.9006890506619778
326,1.2650858481460197
327,1.2893196089239223
328,1.1991656871412915
329,1.0984786837449947
330,1.2249442810537545
331,1.1011549251360893
332,1.316638832890103
333,1.1771030228507882
334,1.1136507628299641
335,1.1479301857245203
336,1.3317104688627817
337,1.1546929480454486
338,0.8485682724491653
339,0.9998308332492999
340,1.149435251434581
341,1.0694722331914197
342,1.030876563401003
343,1.1714013749950927
344,1.3018751667680852
345,1.2321348817026838
346,1.0235416525033627
347,0.9787379957492343
348,1.1801247310206677
349,0.9773939082163039
350,1.3225930917160218
351,0.922140340420936
352,1.076689900063322
353,1.2647802879797645
354,1.3206574959230288
355,1.2543580393278437
356,1.2449778214748235
357,1.1113890494634135
358,0.8073342908566443
359,1.2138580023917955
360,0.9211286328467188
361,0.9594104770402182
362,1.0094735068527176
363,1.0085787852439465
364,1.1423110605018822
365,1.0058749203820063
366,0.9882234583327221
367,0.9235818046686001
368,1.2048449602871314
369,0.9251342358955223
370,1.1921873548058552
371,1.2936362167382933
372,0.9431264916264603
373,1.2072091482358622
374,1.1678516653736353
375,1.2480061485755654
376,1.3179508955315735
377,1.2016868850214169
378,1.089919896555432
379,1.3336456297761257
380,1.0391519051960352
381,1.152292176419175
382,1.112588056710883
383,1.3672647871867178
384,1.1509036643725892
385,0.9017911576180825
386,1.2325078385659138
387,1.2744998459738934
388,1.1598119300468637
389,1.3043538956174812
390,0.9975473212963845
391,1.3503099422989027
392,1.2787552542653633
393,1.0991312454319364
394,1.0193970656303597
395,1.1816135313049076
396,1.083189571115366
397,1.23991462507415
398,0.9391276252434231
399,0.9868877946213803
400,1.1062405398358655
401,1.0311984762953794
402,1.175960584906114
403,1.004665033253394
404,1.1575044996498678
405,1.12085133583564
406,1.2932139665763092
407,0.9825226646574969
408,1.1768375243796327
409,0.9268370764898034
410,1.308334930403187
411,1.0194424778868927
412,1.0412187371473534
413,0.9239559816747509
414,1.3415604907874603
415,1.1535053333673124
416,1.1761807377673934
417,0.9034980357855248
418,1.398233670601384
419,0.9584985559102814
420,1.1601955803592536
421,0.9575006260303724
422,1.1390013781264263
423,1.2066599796903656
424,0.9006016089597172
425,1.146825065807911
426,1.3593680478228845
427,1.1126036398474908
428,1.195287401056212
429,0.9867807943377077
430,1.160914815432101
431,1.316688241801768
432,1.1567666810199908
433,1.1371988939398505
434,1.0113497000621574
435,1.2904534177300826
436,1.3116500991029731
437,1.1561613381546705
438,1.1897163680588547
439,1.2765816139959254
440,0.997066398348972
441,1.1698626887086536
442,0.9660571295950781
443,1.1093272558496814
444,1.3615783412833393
445,1.108277384085257
446,1.3726156329310089
447,1.1261964343584767
448,0.7769695318664094
449,1.3450926251549546
450,1.012135768951285
451,1.160881626633209
452,0.960051352476967
453,1.1411181680380407
454,1.153544329839116
455,1.1629172567024149
456,1.1302740491443217
457,1.2422404578078796
458,1.0591555076413175
459,1.1515025032342752
460,0.9265163007586353
461,0.7770163601872423
462,0.9539879543124125
463,0.8878956913669505
464,1.1146882073893314
465,0.7346926017647519
466,0.9332405344537877
467,0.9807552775350126
468,0.7912321298502285
469,0.9949735567208381
470,0.776077062197508
471,1.0057344956147491
472,1.147024889181337
473,0.9073435056261684
